date,Temperature,Humidity,Light,CO2,Occupancy,tod_sin,tod_cos,weekend
2015-02-09 18:11:59,21.89,37.5,0.0,1722.0,0,-0.998633338092086,0.052263333715496955,0
2015-02-09 18:13:00,21.89,37.45,0.0,1706.75,0,-0.9983916705573488,0.056692787563377346,0
2015-02-09 18:14:00,21.89,37.4,0.0,1697.0,0,-0.998134798421867,0.06104853953485644,0
2015-02-09 18:15:00,21.89,37.4,0.0,1694.0,0,-0.9978589232386036,0.06540312923014237,0
2015-02-09 18:16:00,21.84,37.345,0.0,1682.0,0,-0.9975640502598243,0.06975647374412522,0
2015-02-09 18:16:59,21.79,37.29,0.0,1678.0,0,-0.9972555717839936,0.07403596791951828,0
2015-02-09 18:17:59,21.79,37.29,0.0,1661.5,0,-0.9969230368034783,0.07838659764609404,0
2015-02-09 18:19:00,21.79,37.2,0.0,1660.5,0,-0.9965655024977614,0.08280820751220433,0
2015-02-09 18:20:00,21.79,37.2,0.0,1640.5,0,-0.9961946980917455,0.08715574274765789,0
2015-02-09 18:21:00,21.73,37.1266666666667,0.0,1629.0,0,-0.9958049275746618,0.09150161866340183,0
2015-02-09 18:22:00,21.745,37.145,0.0,1627.0,0,-0.9953961983671789,0.09584575252022316,0
2015-02-09 18:23:00,21.7,37.145,0.0,1623.5,0,-0.9949685182509117,0.10018806161207608,0
2015-02-09 18:23:59,21.7,37.045,0.0,1585.0,0,-0.9945294942628623,0.1044561393181624,0
2015-02-09 18:24:59,21.7,37.0,0.0,1573.0,0,-0.9940642526163329,0.10879458474727242,0
2015-02-09 18:26:00,21.7,37.0,0.0,1545.66666666667,0,-0.9935718556765876,0.11320321376790658,0
2015-02-09 18:27:00,21.6333333333333,36.9333333333333,0.0,1544.33333333333,0,-0.9930684569549263,0.11753739745783724,0
2015-02-09 18:28:00,21.6,36.9,0.0,1536.0,0,-0.992546151641322,0.12186934340514768,0
2015-02-09 18:29:00,21.6,36.925,0.0,1534.25,0,-0.992004949679715,0.1261989691358297,0
2015-02-09 18:29:59,21.6,36.9,0.0,1530.0,0,-0.9914543508847352,0.13045409197004268,0
2015-02-09 18:30:59,21.55,36.79,0.0,1517.0,0,-0.990875701403164,0.13477887211572737,0
2015-02-09 18:32:00,21.55,36.845,0.0,1512.0,0,-0.9902680687415704,0.13917310096006547,0
2015-02-09 18:33:00,21.5333333333333,36.79,0.0,1508.33333333333,0,-0.9896513868196702,0.14349262199117904,0
2015-02-09 18:34:00,21.55,36.745,0.0,1495.0,0,-0.9890158633619168,0.14780941112961096,0
2015-02-09 18:35:00,21.5,36.79,0.0,1491.0,0,-0.9883615104677607,0.15212338618991678,0
2015-02-09 18:36:00,21.5,36.7,0.0,1474.5,0,-0.9876883405951378,0.15643446504023067,0
2015-02-09 18:36:59,21.5,36.7,0.0,1461.5,0,-0.9870080534795992,0.16067078877758909,0
2015-02-09 18:38:00,21.5,36.7,0.0,1462.5,0,-0.9862856015372314,0.1650476058606778,0
2015-02-09 18:39:00,21.39,36.59,0.0,1466.0,0,-0.9855560590580777,0.1693495038490245,0
2015-02-09 18:40:00,21.445,36.6,0.0,1453.5,0,-0.9848077530122081,0.17364817766692997,0
2015-02-09 18:40:59,21.39,36.59,0.0,1449.0,0,-0.984053635464028,0.17787198354442965,0
2015-02-09 18:42:00,21.39,36.5,0.0,1429.0,0,-0.9832549075639546,0.18223552549214742,0
2015-02-09 18:42:59,21.39,36.5,0.0,1421.0,0,-0.9824639595383319,0.18645258970650672,0
2015-02-09 18:43:59,21.39,36.5,0.0,1419.0,0,-0.9816410568737012,0.1907376089288186,0
2015-02-09 18:45:00,21.34,36.5,0.0,1408.0,0,-0.9807852804032304,0.1950903220161283,0
2015-02-09 18:46:00,21.29,36.4,0.0,1399.5,0,-0.9799247046208297,0.19936793441719694,0
2015-02-09 18:47:00,21.29,36.4,0.0,1391.0,0,-0.979045472484584,0.203641751140177,0
2015-02-09 18:48:00,21.29,36.5,0.0,1390.0,0,-0.9781476007338058,0.20791169081775857,0
2015-02-09 18:49:00,21.29,36.4333333333333,0.0,1392.33333333333,0,-0.9772311064626789,0.21217767215644612,0
2015-02-09 18:49:59,21.29,36.4,0.0,1381.0,0,-0.976311744471246,0.2163686151166858,0
2015-02-09 18:51:00,21.29,36.45,0.0,1381.5,0,-0.9753423205085129,0.2206974350215004,0
2015-02-09 18:52:00,21.2,36.29,0.0,1372.0,0,-0.9743700647852352,0.22495105434386492,0
2015-02-09 18:53:00,21.2,36.245,0.0,1355.0,0,-0.9733792584604486,0.22920039092241382,0
2015-02-09 18:53:59,21.2,36.2,0.0,1356.0,0,-0.9723868944524023,0.23337465050260386,0
2015-02-09 18:55:00,21.2,36.2,0.0,1341.0,0,-0.9713420698132614,0.23768589232617307,0
2015-02-09 18:55:59,21.2,36.2,0.0,1335.5,0,-0.97031331676699,0.24185133306360543,0
2015-02-09 18:56:59,21.2,36.2,0.0,1320.5,0,-0.969248807916468,0.24608280791738765,0
2015-02-09 18:58:00,21.2,36.2,0.0,1313.0,0,-0.9681476403781077,0.25038000405444144,0
2015-02-09 18:59:00,21.1,36.2,0.0,1298.0,0,-0.9670459389139432,0.2546019482055274,0
2015-02-09 19:00:00,21.1,36.2,0.0,1303.0,0,-0.9659258262890682,0.25881904510252113,0
2015-02-09 19:01:00,21.1,36.2,0.0,1295.0,0,-0.9647873238288129,0.2630312144579749,0
2015-02-09 19:01:59,21.1,36.145,0.0,1287.0,0,-0.9636498847836538,0.2671682981875861,0
2015-02-09 19:02:59,21.0,36.09,0.0,1280.0,0,-0.9624749736152143,0.27137045742746685,0
2015-02-09 19:04:00,21.05,36.145,0.0,1275.5,0,-0.9612616959383188,0.2756373558169994,0
2015-02-09 19:05:00,21.0,36.09,0.0,1268.0,0,-0.9600498543859287,0.279829014030992,0
2015-02-09 19:06:00,21.0,36.145,0.0,1267.5,0,-0.9588197348681932,0.2840153447039223,0
2015-02-09 19:07:00,21.0,36.09,0.0,1267.0,0,-0.9575713608048143,0.2881962681340896,0
2015-02-09 19:08:00,21.0,36.1266666666667,0.0,1267.66666666667,0,-0.9563047559630354,0.2923717047227367,0
2015-02-09 19:08:59,21.0,36.09,0.0,1265.0,0,-0.9550415070437427,0.2964721231812812,0
2015-02-09 19:09:59,21.0,36.09,0.0,1256.0,0,-0.9537388161691814,0.3006364424553491,0
2015-02-09 19:11:00,21.0,36.09,0.0,1250.0,0,-0.9523957996432784,0.3048642990280109,0
2015-02-09 19:12:00,20.945,36.09,0.0,1249.5,0,-0.9510565162951536,0.30901699437494723,0
2015-02-09 19:13:00,20.89,36.09,0.0,1243.0,0,-0.9496991262018771,0.3131638064837491,0
2015-02-09 19:14:00,20.89,36.045,0.0,1237.0,0,-0.9483236552061993,0.31730465640509226,0
2015-02-09 19:14:59,20.89,36.0,0.0,1227.0,0,-0.9469535027287308,0.3213706017509809,0
2015-02-09 19:15:59,20.945,36.0,0.0,1206.5,0,-0.945542249083422,0.3254993935451552,0
2015-02-09 19:17:00,20.89,36.0,0.0,1211.66666666667,0,-0.9440890203927844,0.32969064526278663,0
2015-02-09 19:18:00,20.89,36.0,0.0,1204.0,0,-0.9426414910921784,0.3338068592337709,0
2015-02-09 19:19:00,20.89,35.95,0.0,1204.0,0,-0.9411760152563707,0.3379167180033267,0
2015-02-09 19:20:00,20.89,35.9,0.0,1200.0,0,-0.9396926207859085,0.34202014332566816,0
2015-02-09 19:21:00,20.89,35.9,0.0,1194.0,0,-0.9381913359224844,0.3461170570774922,0
2015-02-09 19:21:59,20.8233333333333,35.8266666666667,0.0,1182.66666666667,0,-0.9366976545710302,0.35013926360968306,0
2015-02-09 19:23:00,20.79,35.79,0.0,1169.0,0,-0.9351352096860118,0.35429103799771533,0
2015-02-09 19:24:00,20.79,35.79,0.0,1161.0,0,-0.9335804264972021,0.35836794954529955,0
2015-02-09 19:25:00,20.79,35.79,0.0,1158.0,0,-0.9320078692827986,0.36243803828370147,0
2015-02-09 19:25:59,20.79,35.7,0.0,1165.0,0,-0.9304442182430747,0.36643356388032133,0
2015-02-09 19:27:00,20.79,35.7,0.0,1152.5,0,-0.9288095528719241,0.3705574375098364,0
2015-02-09 19:27:59,20.79,35.73,0.0,1145.66666666667,0,-0.927211094275287,0.3745391657127793,0
2015-02-09 19:28:59,20.7,35.7,0.0,1136.5,0,-0.9255680376746869,0.3785813091464361,0
2015-02-09 19:30:00,20.7,35.7,0.0,1136.0,0,-0.9238795325112866,0.38268343236509,0
2015-02-09 19:31:00,20.7,35.7,0.0,1131.0,0,-0.9222009716704518,0.3867109616368206,0
2015-02-09 19:32:00,20.7,35.7,0.0,1133.5,0,-0.9205048534524405,0.3907311284892735,0
2015-02-09 19:33:00,20.7,35.7,0.0,1134.0,0,-0.9187912101488982,0.39474385638426757,0
2015-02-09 19:34:00,20.7,35.59,0.0,1120.0,0,-0.917060074385124,0.39874906892524625,0
2015-02-09 19:34:59,20.7,35.59,0.0,1116.0,0,-0.9153407652649004,0.4026801254647,0
2015-02-09 19:36:00,20.7,35.59,0.0,1098.0,0,-0.9135454576426008,0.40673664307580054,0
2015-02-09 19:37:00,20.7,35.59,0.0,1101.5,0,-0.9117620435770886,0.4107188526134774,0
2015-02-09 19:38:00,20.7,35.59,0.0,1108.0,0,-0.9099612708765433,0.4146932426562389,0
2015-02-09 19:38:59,20.7,35.5,0.0,1099.0,0,-0.9081736172189715,0.4185936943951845,0
2015-02-09 19:40:00,20.7,35.4,0.0,1082.0,0,-0.9063077870366498,0.4226182617406996,0
2015-02-09 19:40:59,20.7,35.5,0.0,1081.0,0,-0.9044861640168924,0.4265029649392923,0
2015-02-09 19:41:59,20.7675,35.4,0.0,1078.25,0,-0.9026165896136139,0.4304454578158409,0
2015-02-09 19:43:00,20.73,35.4,0.0,1065.66666666667,0,-0.9006982393225882,0.43444525740441653,0
2015-02-09 19:44:00,20.7,35.345,0.0,1060.0,0,-0.898794046299167,0.4383711467890774,0
2015-02-09 19:45:00,20.7,35.29,0.0,1060.5,0,-0.8968727415326884,0.442288690219001,0
2015-02-09 19:46:00,20.7,35.29,0.0,1060.0,0,-0.8949343616020253,0.44619781310980833,0
2015-02-09 19:46:59,20.7,35.29,0.0,1059.0,0,-0.8930116731321592,0.4500335005860136,0
2015-02-09 19:47:59,20.7,35.29,0.0,1054.0,0,-0.8910395369531016,0.4539257027162071,0
2015-02-09 19:49:00,20.7,35.29,0.0,1044.0,0,-0.8890171414857366,0.45787391511695635,0
2015-02-09 19:50:00,20.7,35.29,0.0,1048.0,0,-0.887010833178222,0.46174861323503325,0
2015-02-09 19:51:00,20.6666666666667,35.26,0.0,1039.66666666667,0,-0.8849876374630419,0.4656145203251113,0
2015-02-09 19:52:00,20.7,35.29,0.0,1029.0,0,-0.8829475928589271,0.4694715627858904,0
2015-02-09 19:53:00,20.7,35.29,0.0,1031.5,0,-0.8808907382053859,0.4733196671848428,0
2015-02-09 19:53:59,20.7,35.29,0.0,1020.0,0,-0.878851810302379,0.4770948496140271,0
2015-02-09 19:54:59,20.6666666666667,35.26,0.0,1019.33333333333,0,-0.8767617318795383,0.4809250102787259,0
2015-02-09 19:56:00,20.6333333333333,35.23,0.0,1018.0,0,-0.8746197071393961,0.4848096202463365,0
2015-02-09 19:57:00,20.6333333333333,35.23,0.0,1015.66666666667,0,-0.8724960070727971,0.48862124149695496,0
2015-02-09 19:58:00,20.6,35.2,0.0,1008.0,0,-0.8703556959398998,0.4924235601034669,0
2015-02-09 19:59:00,20.6,35.145,0.0,1004.0,0,-0.8681988144891425,0.49621650367520775,0
2015-02-09 19:59:59,20.6,35.145,0.0,999.0,0,-0.8660617625205036,0.4999370195333396,0
2015-02-09 20:00:59,20.6,35.09,0.0,1001.0,0,-0.8638721383976063,0.5037111558228057,0
2015-02-09 20:02:00,20.6,35.09,0.0,1000.0,0,-0.8616291604415255,0.5075383629607045,0
2015-02-09 20:03:00,20.6,35.09,0.0,1001.0,0,-0.8594064115014526,0.5112930860770523,0
2015-02-09 20:04:00,20.6,35.09,0.0,985.5,0,-0.8571673007021123,0.5150380749100542,0
2015-02-09 20:05:00,20.6,35.09,0.0,977.0,0,-0.8549118706729468,0.5187732581605211,0
2015-02-09 20:06:00,20.6,35.09,0.0,974.5,0,-0.8526401643540921,0.522498564715949,0
2015-02-09 20:06:59,20.5,35.0,0.0,972.0,0,-0.8503904901033933,0.5261520829016174,0
2015-02-09 20:08:00,20.6,35.0,0.0,964.0,0,-0.8480480961564261,0.5299192642332047,0
2015-02-09 20:09:00,20.6,35.0,0.0,970.5,0,-0.8457278217039731,0.5336145159156118,0
2015-02-09 20:10:00,20.5666666666667,35.0,0.0,964.666666666667,0,-0.8433914458128857,0.5372996083468239,0
2015-02-09 20:10:59,20.55,35.0,0.0,956.0,0,-0.8410783515141695,0.5409133078546017,0
2015-02-09 20:12:00,20.55,35.0,0.0,947.5,0,-0.8386705679454243,0.5446390350150266,0
2015-02-09 20:12:59,20.5,34.95,0.0,943.5,0,-0.8363260266452158,0.548232411624692,0
2015-02-09 20:13:59,20.5,34.9,0.0,947.0,0,-0.8339259578523702,0.5518763419643995,0
2015-02-09 20:15:00,20.5,34.9,0.0,921.5,0,-0.8314696123025455,0.5555702330196018,0
2015-02-09 20:16:00,20.5,34.9,0.0,928.0,0,-0.8290375725550421,0.5591929034707462,0
2015-02-09 20:17:00,20.5,34.9,0.0,926.5,0,-0.8265897491271886,0.5628049276950685,0
2015-02-09 20:18:00,20.5,34.8633333333333,0.0,921.333333333333,0,-0.8241261886220158,0.5664062369248325,0
2015-02-09 20:19:00,20.5,34.79,0.0,917.0,0,-0.821646937942164,0.5699967625963025,0
2015-02-09 20:19:59,20.5,34.9,0.0,916.0,0,-0.8191937537784395,0.5735168644167227,0
2015-02-09 20:21:00,20.5,34.79,0.0,911.0,0,-0.816641555161679,0.5771451900372334,0
2015-02-09 20:22:00,20.5,34.79,0.0,912.5,0,-0.8141155183563196,0.5807029557109393,0
2015-02-09 20:23:00,20.5,34.79,0.0,902.0,0,-0.8115739819650127,0.5842496656374337,0
2015-02-09 20:23:59,20.5,34.79,0.0,893.0,0,-0.8090597371854475,0.5877264173622065,0
2015-02-09 20:25:00,20.5,34.79,0.0,886.0,0,-0.8064446042674829,0.591309648363582,0
2015-02-09 20:25:59,20.5,34.745,0.0,890.5,0,-0.80390011522531,0.5947643270579812,0
2015-02-09 20:26:59,20.525,34.7,0.0,891.25,0,-0.801297321965123,0.5982663301670268,0
2015-02-09 20:28:00,20.5,34.59,0.0,882.0,0,-0.798635510047293,0.6018150231520479,0
2015-02-09 20:29:00,20.5,34.59,0.0,874.5,0,-0.7960020025346225,0.6052939880428938,0
2015-02-09 20:30:00,20.5,34.59,0.0,872.5,0,-0.7933533402912352,0.6087614290087205,0
2015-02-09 20:31:00,20.5,34.59,0.0,869.0,0,-0.7906895737438435,0.612217280034449,0
2015-02-09 20:31:59,20.5,34.59,0.0,868.5,0,-0.7880555236889119,0.6156041679386154,0
2015-02-09 20:32:59,20.5,34.545,0.0,869.5,0,-0.7853619505866101,0.6190368378140312,0
2015-02-09 20:34:00,20.5,34.5,0.0,865.0,0,-0.782608156852414,0.6225146366376193,0
2015-02-09 20:35:00,20.5,34.5,0.0,856.5,0,-0.7798844830928816,0.6259234721840593,0
2015-02-09 20:36:00,20.5,34.5,0.0,853.0,0,-0.7771459614569708,0.6293203910498375,0
2015-02-09 20:37:00,20.5,34.4,0.0,843.0,0,-0.7743926440821857,0.6327053285625159,0
2015-02-09 20:38:00,20.55,34.4,0.0,839.0,0,-0.7716245833877197,0.6360782202777643,0
2015-02-09 20:38:59,20.5,34.4,0.0,828.0,0,-0.7688883313568692,0.6393830885339785,0
2015-02-09 20:39:59,20.5,34.4,0.0,833.0,0,-0.7660911859274089,0.6427318996629436,0
2015-02-09 20:41:00,20.55,34.345,0.0,822.0,0,-0.7632324697825291,0.6461239796429635,0
2015-02-09 20:42:00,20.5,34.29,0.0,816.0,0,-0.7604059656000308,0.6494480483301839,0
2015-02-09 20:43:00,20.5,34.29,0.0,814.5,0,-0.7575649843840496,0.6527597524627224,0
2015-02-09 20:44:00,20.5,34.245,0.0,807.0,0,-0.7547095802227722,0.656059028990507,0
2015-02-09 20:44:59,20.5,34.26,0.0,807.0,0,-0.7518877544716454,0.6592911380229426,0
2015-02-09 20:45:59,20.5,34.2,0.0,796.0,0,-0.7490039058982478,0.6625655808666556,0
2015-02-09 20:47:00,20.5,34.2,0.0,796.333333333333,0,-0.7460573750616997,0.6658816660008341,0
2015-02-09 20:48:00,20.5,34.2,0.0,796.25,0,-0.7431448254773946,0.6691306063588578,0
2015-02-09 20:49:00,20.5,34.09,0.0,795.5,0,-0.740218127486832,0.6723668074346681,0
2015-02-09 20:50:00,20.55,34.09,0.0,794.5,0,-0.7372773368101242,0.6755902076156601,0
2015-02-09 20:51:00,20.5,34.0,0.0,793.0,0,-0.7343225094356858,0.6788007455329415,0
2015-02-09 20:51:59,20.5,34.09,0.0,788.5,0,-0.7314032960055639,0.6819451727171308,0
2015-02-09 20:53:00,20.5,34.09,0.0,788.0,0,-0.7283709698824004,0.6851829903263591,0
2015-02-09 20:54:00,20.5,34.045,0.0,782.0,0,-0.7253743710122879,0.6883545756937537,0
2015-02-09 20:55:00,20.5,34.0,0.0,771.0,0,-0.7223639620597561,0.6915130557822688,0
2015-02-09 20:55:59,20.5,34.09,0.0,772.666666666667,0,-0.7193903154187474,0.6946060567557089,0
2015-02-09 20:57:00,20.5,34.09,0.0,774.0,0,-0.7163019434246545,0.69779045984168,0
2015-02-09 20:57:59,20.5,34.09,0.0,767.0,0,-0.7133014188282076,0.7008573934101472,0
2015-02-09 20:58:59,20.5,34.0,0.0,771.0,0,-0.7102365711408518,0.7039630764564899,0
2015-02-09 21:00:00,20.5,34.0675,0.0,762.5,0,-0.7071067811865477,0.7071067811865474,0
2015-02-09 21:01:00,20.5,34.09,0.0,756.0,0,-0.7040147244559687,0.7101853756232851,0
2015-02-09 21:02:00,20.5,34.045,0.0,748.5,0,-0.7009092642998508,0.7132504491541817,0
2015-02-09 21:03:00,20.5,34.045,0.0,751.5,0,-0.6977904598416802,0.7163019434246541,0
2015-02-09 21:04:00,20.5,34.0,0.0,754.0,0,-0.6946583704589976,0.7193398003386509,0
2015-02-09 21:04:59,20.5,34.0,0.0,752.0,0,-0.691565585743423,0.7223136719011737,0
2015-02-09 21:06:00,20.5,34.0,0.0,750.5,0,-0.688354575693754,0.7253743710122875,0
2015-02-09 21:07:00,20.5,34.0,0.0,757.0,0,-0.6851829903263593,0.7283709698824,0
2015-02-09 21:08:00,20.5,34.0,0.0,755.0,0,-0.6819983600624983,0.7313537016191707,0
2015-02-09 21:08:59,20.5,33.9,0.0,744.5,0,-0.6788541451778153,0.7342731437107705,0
2015-02-09 21:10:00,20.5,33.9,0.0,740.0,0,-0.6755902076156605,0.7372773368101239,0
2015-02-09 21:10:59,20.5,33.9,0.0,726.0,0,-0.6724206358379974,0.7401692296355092,0
2015-02-09 21:11:59,20.5,33.9,0.0,723.0,0,-0.6691846476062289,0.7430961629615156,0
2015-02-09 21:13:00,20.5,33.8266666666667,0.0,722.666666666667,0,-0.6658816660008344,0.7460573750616993,0
2015-02-09 21:14:00,20.5,33.79,0.0,726.0,0,-0.6626200482157378,0.7489557207890019,0
2015-02-09 21:15:00,20.5,33.8725,0.0,723.75,0,-0.6593458151000687,0.7518398074789775,0
2015-02-09 21:16:00,20.5,33.79,0.0,721.5,0,-0.6560590289905074,0.7547095802227719,0
2015-02-09 21:16:59,20.5,33.79,0.0,716.5,0,-0.6528148424169293,0.7575175123521302,0
2015-02-09 21:17:59,20.5,33.79,0.0,714.0,0,-0.6495033448951311,0.7603587343945202,0
2015-02-09 21:19:00,20.5,33.79,0.0,719.5,0,-0.6461239796429639,0.7632324697825288,0
2015-02-09 21:20:00,20.5,33.79,0.0,723.0,0,-0.6427876096865396,0.7660444431189778,0
2015-02-09 21:21:00,20.5,33.76,0.0,704.0,0,-0.6394390019805852,0.7688418320734591,0
2015-02-09 21:22:00,20.5,33.79,0.0,695.0,0,-0.636078220277764,0.77162458338772,0
2015-02-09 21:23:00,20.5,33.7,0.0,694.333333333333,0,-0.6327053285625163,0.7743926440821854,0
2015-02-09 21:23:59,20.5,33.7,0.0,692.5,0,-0.6293769050348582,0.7771001939317369,0
2015-02-09 21:24:59,20.5,33.745,0.0,690.5,0,-0.6259801853289754,0.779838962591317,0
2015-02-09 21:26:00,20.5,33.745,0.0,687.5,0,-0.6225146366376196,0.7826081568524138,0
2015-02-09 21:27:00,20.5,33.6266666666667,0.0,681.666666666667,0,-0.6190939493098343,0.7853169308807446,0
2015-02-09 21:28:00,20.5,33.59,0.0,683.0,0,-0.6156614753256588,0.7880107536067216,0
2015-02-09 21:29:00,20.5,33.59,0.0,684.0,0,-0.6122172800344494,0.7906895737438433,0
2015-02-09 21:29:59,20.5,33.6266666666667,0.0,675.666666666667,0,-0.6088191216819523,0.7933090678130537,0
2015-02-09 21:30:59,20.5,33.59,0.0,676.0,0,-0.6053518733414487,0.7959579822088593,0
2015-02-09 21:32:00,20.5,33.59,0.0,678.5,0,-0.6018150231520483,0.7986355100472928,0
2015-02-09 21:33:00,20.5,33.59,0.0,677.0,0,-0.5983246005706593,0.8012538126910604,0
2015-02-09 21:34:00,20.5,33.59,0.0,678.0,0,-0.594822786751341,0.8038568606172175,0
2015-02-09 21:35:00,20.5,33.59,0.0,671.0,0,-0.5913096483635824,0.8064446042674827,0
2015-02-09 21:36:00,20.5,33.59,0.0,675.333333333333,0,-0.5877852522924734,0.8090169943749473,0
2015-02-09 21:36:59,20.5,33.59,0.0,673.0,0,-0.5843086834179345,0.8115314919843838,0
2015-02-09 21:38:00,20.5,33.59,0.0,667.0,0,-0.5807029557109397,0.8141155183563193,0
2015-02-09 21:39:00,20.5,33.59,0.0,663.0,0,-0.5771451900372337,0.8166415551616788,0
2015-02-09 21:40:00,20.5,33.59,0.0,657.0,0,-0.5735764363510465,0.8191520442889916,0
2015-02-09 21:40:59,20.5,33.59,0.0,650.0,0,-0.5700565129405208,0.8216054844352573,0
2015-02-09 21:42:00,20.5,33.545,0.0,652.0,0,-0.5664062369248329,0.8241261886220156,0
2015-02-09 21:42:59,20.5,33.59,0.0,653.5,0,-0.5628650375096764,0.8265488186122043,0
2015-02-09 21:43:59,20.5,33.5,0.0,652.0,0,-0.5592531913056489,0.8289969047073984,0
2015-02-09 21:45:00,20.5,33.5,0.0,647.5,0,-0.5555702330196022,0.8314696123025452,0
2015-02-09 21:46:00,20.5,33.5,0.0,646.0,0,-0.5519369853120577,0.8338858220671685,0
2015-02-09 21:47:00,20.5,33.5,0.0,645.0,0,-0.5482932295199143,0.8362861558477592,0
2015-02-09 21:48:00,20.5,33.5,0.0,712.5,0,-0.544639035015027,0.838670567945424,0
2015-02-09 21:49:00,20.5,33.5,0.0,759.0,0,-0.5409744713679948,0.8410390129643919,0
2015-02-09 21:49:59,20.4633333333333,33.4666666666667,0.0,655.666666666667,0,-0.5373609400827359,0.843352370052636,0
2015-02-09 21:51:00,20.5,33.5,0.0,660.5,0,-0.5336145159156114,0.8457278217039733,0
2015-02-09 21:52:00,20.5,33.5,0.0,657.5,0,-0.5299192642332058,0.8480480961564254,0
2015-02-09 21:53:00,20.5,33.5,0.0,640.0,0,-0.5262139236518699,0.8503522249955626,0
2015-02-09 21:53:59,20.5,33.5,0.0,641.0,0,-0.5225605690767897,0.8526021649316531,0
2015-02-09 21:55:00,20.5,33.5,0.0,639.0,0,-0.5187732581605222,0.8549118706729462,0
2015-02-09 21:55:59,20.5,33.5,0.0,634.0,0,-0.5151004085132674,0.8571298438098308,0
2015-02-09 21:56:59,20.5,33.5,0.0,632.0,0,-0.5113555825229005,0.8593692269465233,0
2015-02-09 21:58:00,20.5,33.45,0.0,637.5,0,-0.5075383629607049,0.8616291604415253,0
2015-02-09 21:59:00,20.5,33.4,0.0,662.0,0,-0.5037739770455265,0.8638355052043956,0
2015-02-09 22:00:00,20.5,33.4,0.0,646.5,0,-0.5000000000000004,0.8660254037844384,0
2015-02-09 22:01:00,20.5,33.4,0.0,629.0,0,-0.49621650367520886,0.8681988144891419,0
2015-02-09 22:01:59,20.5,33.4,0.0,622.0,0,-0.4924868528536443,0.8703198835866689,0
2015-02-09 22:02:59,20.4633333333333,33.3633333333333,0.0,621.666666666667,0,-0.48868468990500513,0.8724604712263181,0
2015-02-09 22:04:00,20.5,33.4,0.0,627.0,0,-0.4848096202463369,0.8746197071393959,0
2015-02-09 22:05:00,20.5,33.29,0.0,630.0,0,-0.48098876891938774,0.8767267557075077,0
2015-02-09 22:06:00,20.5,33.345,0.0,625.5,0,-0.47715876025960874,0.8788171126619652,0
2015-02-09 22:07:00,20.5,33.4,0.0,617.0,0,-0.4733196671848432,0.8808907382053857,0
2015-02-09 22:08:00,20.5,33.29,0.0,614.5,0,-0.4694715627858908,0.882947592858927,0
2015-02-09 22:08:59,20.5,33.29,0.0,613.0,0,-0.46567887721099305,0.8849537746795076,0
2015-02-09 22:09:59,20.445,33.29,0.0,619.0,0,-0.46181311726208163,0.8869772515260348,0
2015-02-09 22:11:00,20.5,33.29,0.0,1365.0,0,-0.4578739151169575,0.8890171414857361,0
2015-02-09 22:12:00,20.5,33.29,0.0,894.0,0,-0.45399049973954697,0.8910065241883678,0
2015-02-09 22:13:00,20.5,33.29,0.0,1101.33333333333,0,-0.4500984410374347,0.8929789434111371,0
2015-02-09 22:14:00,20.5,33.29,0.0,1165.0,0,-0.4461978131098095,0.8949343616020247,0
2015-02-09 22:14:59,20.5,33.29,0.0,622.0,0,-0.44235391147571945,0.8968405750199594,0
2015-02-09 22:15:59,20.445,33.245,0.0,617.5,0,-0.43843650777737936,0.8987621646731553,0
2015-02-09 22:17:00,20.5,33.29,0.0,610.5,0,-0.4344452574044177,0.9006982393225875,0
2015-02-09 22:18:00,20.5,33.2675,0.0,602.75,0,-0.4305110968082952,0.9025852843498606,0
2015-02-09 22:19:00,20.5,33.29,0.0,596.5,0,-0.4265687399014579,0.9044551454543682,0
2015-02-09 22:20:00,20.5,33.29,0.0,598.0,0,-0.4226182617407,0.9063077870366497,0
2015-02-09 22:21:00,20.445,33.245,0.0,594.0,0,-0.4186597375374281,0.9081431738250813,0
2015-02-09 22:21:59,20.445,33.245,0.0,593.5,0,-0.41475941581063863,0.9099311111267807,0
2015-02-09 22:23:00,20.445,33.245,0.0,590.0,0,-0.4107188526134778,0.9117620435770883,0
2015-02-09 22:24:00,20.445,33.19,0.0,582.0,0,-0.40673664307580015,0.913545457642601,0
2015-02-09 22:25:00,20.445,33.19,0.0,588.5,0,-0.40274668985873824,0.9153114791194467,0
2015-02-09 22:25:59,20.5,33.1633333333333,0.0,593.666666666667,0,-0.39881575836136496,0.9170310741096233,0
2015-02-09 22:27:00,20.5,33.2,0.0,594.5,0,-0.3947438563842671,0.9187912101488983,0
2015-02-09 22:27:59,20.5,33.09,0.0,588.0,0,-0.39079806845799725,0.9204764362489126,0
2015-02-09 22:28:59,20.5,33.09,0.0,584.0,0,-0.3867780249613713,0.9221728468172227,0
2015-02-09 22:30:00,20.5,33.09,0.0,583.0,0,-0.38268343236508956,0.9238795325112868,0
2015-02-09 22:31:00,20.5,33.2,0.0,583.333333333333,0,-0.37864861735243305,0.9255405040175664,0
2015-02-09 22:32:00,20.5,33.2,0.0,579.5,0,-0.37460659341591235,0.9271838545667873,0
2015-02-09 22:33:00,20.5,33.2,0.0,583.5,0,-0.3705574375098368,0.928809552871924,0
2015-02-09 22:34:00,20.5,33.2,0.0,585.0,0,-0.36650122672429725,0.9304175679820246,0
